"","unique_fish_id","est_standard_length","est_height_anus","region","year","station","sampling_date","bu_date","open_water_day","NASC_zoo","surf_sal_kgm3","surf_temp_degC","prof_mel","indstandard","carbon_mg","fish_WW","feeding_success","prey_range_um","prey_min_um","prey_max_um","prey_median_um","fish_cond","appendicularia","bivalve larvae","calanoid sp c","calanus glacialis c","calanus hyperboreus c","calanus sp c","calanus sp n","cyclopoidae sp c","egg","limacina helicina","other","other copepodite n","other copepodite sp","pseudocalanus sp c","pseudocalanus sp n"
"179","2015-270",42,7,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,0.990329204111881,535.214567859161,0.00185034052431189,183,115,298,165,1.00164167309911,2,1,0,2,3,4,3,7,11,1,6,2,0,2,2
"180","2015-271",34,5,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,0.367681659586365,272.759844925216,0.00134800509102494,182,141,323,221,0.207675336716382,0,0,8,8,1,2,2,50,1,0,2,1,0,15,5
"181","2015-272",38,6,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,2.93649067765361,388.930823083688,0.00755016188835657,328,51,379,154,0.604658504907748,0,0,0,18,5,1,20,44,7,6,0,1,1,19,3
"182","2015-273",23,3.714,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,0.1782868811579,78.3924948955801,0.00227428507531722,1352,132,1484,207,0.579971624190127,0,6,7,4,0,0,109,211,13,30,0,8,1,53,97
"183","2015-291",37,5.5,"Mackenzie Shelf",2015,"435","2015-08-27","2015-05-25",94,3.20324699567532,28.3407833333333,3.96855,9,0.002783745,1.98167809272894,357.212122830789,0.00554762273190727,337,26,363,113,0.255412712859906,1,0,0,24,14,13,5,3,0,1,1,2,0,8,0
"184","2015-292",41,6,"Mackenzie Shelf",2015,"435","2015-08-27","2015-05-25",94,3.20324699567532,28.3407833333333,3.96855,9,0.002783745,1.2701010718302,495.613573985548,0.00256268419288135,400,62,462,335,0.152395881051272,0,0,0,8,4,4,10,6,2,0,1,2,9,2,8
"185","2015-293",35,5,"Mackenzie Shelf",2015,"435","2015-08-27","2015-05-25",94,3.20324699567532,28.3407833333333,3.96855,9,0.002783745,0.966377138501456,299.184955297247,0.00323003253135285,565,82,647,113,0.0569211287642237,4,0,0,17,8,5,23,3,7,0,0,4,1,20,17
"186","2015-294",24.429,3.857,"Mackenzie Shelf",2015,"435","2015-08-27","2015-05-25",94,3.20324699567532,28.3407833333333,3.96855,9,0.002783745,0.126600940340138,95.0127392297725,0.00133246279779362,272,103,375,116,0.507543861026493,10,1,10,0,0,0,39,7,16,1,4,1,1,36,42
"187","2015-295",34,5,"Mackenzie Shelf",2015,"435","2015-08-27","2015-05-25",94,3.20324699567532,28.3407833333333,3.96855,9,0.002783745,1.52030962209089,272.759844925216,0.00557380292728837,258,236,494,358,0.207675336716382,0,0,1,19,4,17,14,7,7,10,3,2,0,8,11
"188","2015-296",33,5,"Mackenzie Shelf",2015,"435","2015-08-27","2015-05-25",94,3.20324699567532,28.3407833333333,3.96855,9,0.002783745,0.0873953276228333,247.983141657144,0.00035242447143308,530,52,582,185,0.358429544668541,0,1,2,0,0,0,41,39,10,2,1,0,4,23,25
"189","2015-297",35,5,"Mackenzie Shelf",2015,"435","2015-08-27","2015-05-25",94,3.20324699567532,28.3407833333333,3.96855,9,0.002783745,0.381996910431706,299.184955297247,0.00127679184286584,318,62,380,203,0.0569211287642237,0,0,5,6,3,16,10,6,3,2,0,0,5,26,4
"190","2015-298",19.429,3,"Mackenzie Shelf",2015,"435","2015-08-27","2015-05-25",94,3.20324699567532,28.3407833333333,3.96855,9,0.002783745,0.0949049378989028,45.7635408352153,0.00207381107682719,298,103,401,163,0.404314900787286,7,0,0,0,0,0,36,50,2,4,0,3,1,15,40
"191","2015-299",33,5,"Mackenzie Shelf",2015,"421","2015-08-30","2015-05-25",97,3.20324699567532,27.0972941176471,-0.376411764705882,18,0.000604846,0.437345838228604,247.983141657144,0.00176361116850947,129,91,220,168,0.358429544668534,0,0,11,5,0,8,17,75,59,14,1,46,1,142,14
"192","2015-300",23.571,3.429,"Mackenzie Shelf",2015,"421","2015-08-30","2015-05-25",97,3.20324699567532,27.0972941176471,-0.376411764705882,18,0.000604846,0.0742188913428689,84.7712397445647,0.000875519711242959,1216,103,1319,168,0.208890971449407,0,0,0,0,0,0,12,44,44,0,0,54,4,20,17
"193","2015-34",13.857,1.571,"West Baffin Bay",2015,"BB-2","2015-08-07","2015-07-06",32,12.9825672024422,31.0159,4.8994,11,0.029002713,0.0711651805252682,15.5699598125334,0.00457067207508024,2100,88,2188,417,-0.184682652503287,0,0,0,0,0,0,32,40,68,35,0,2,0,6,42
"194","2015-36",13.857,1.571,"West Baffin Bay",2015,"BB-2","2015-08-07","2015-07-06",32,12.9825672024422,31.0159,4.8994,11,0.029002713,0.0309955921524125,15.5699598125334,0.00199073038887755,3625,125,3750,188,-0.184682652503287,0,0,0,0,0,0,14,2,31,22,0,2,0,2,27
"195","2015-39",11.571,1.571,"West Baffin Bay",2015,"BB-2","2015-08-07","2015-07-06",32,12.9825672024422,31.0159,4.8994,11,0.029002713,0.0197484895153529,8.76023668281874,0.00225433287140348,203,88,291,180.5,0.159941466875348,0,0,0,0,0,0,10,2,25,7,0,0,0,0,15
"196","2015-41",11.857,1.571,"West Baffin Bay",2015,"BB-2","2015-08-07","2015-07-06",32,12.9825672024422,31.0159,4.8994,11,0.029002713,0.0273630320716722,9.46983397159397,0.00288949438329661,695,104,799,323,0.116825763401031,1,0,0,0,0,0,10,0,17,6,0,4,0,0,10
"197","2015-46",17.571,2,"West Baffin Bay",2015,"BB-2","2015-08-07","2015-07-06",32,12.9825672024422,31.0159,4.8994,11,0.029002713,0.0683983425274789,33.209585625588,0.00205959638577296,1219,163,1382,479,-0.315583780837604,0,0,2,2,0,0,3,10,52,33,0,0,0,8,12
"198","2015-47",20.857,2.571,"West Baffin Bay",2015,"BB-2","2015-08-07","2015-07-06",32,12.9825672024422,31.0159,4.8994,11,0.029002713,0.536020102435172,57.3820504195535,0.00934125041743921,233,129,362,177,-0.239962108168397,0,0,5,9,2,5,5,1,19,8,0,0,0,5,2
"199","2015-50",15.714,1.714,"West Baffin Bay",2015,"BB-2","2015-08-07","2015-07-06",32,12.9825672024422,31.0159,4.8994,11,0.029002713,0.0556393835363925,23.255057527719,0.00239257131357654,1860,78,1938,293,-0.321633216670445,0,0,0,0,0,0,13,75,44,27,0,3,0,3,26
"200","2015-8",10.571,1.286,"West Baffin Bay",2015,"BB-3","2015-08-06","2015-07-06",31,12.9825672024422,31.469048951049,3.0884965034965,13,0.065567591,0.0147358739015698,6.56588031208381,0.00224431046579541,305,103,408,207,0.0256956748275066,0,0,0,0,0,0,5,0,34,0,0,0,0,0,2
"201","2015-82",17.429,2.286,"Lancaster Sound",2015,"CAA-1","2015-08-10","2015-05-18",84,13.5694351274854,31.9880694444444,2.07481837606838,16.5,0.028360529,0.279061807829694,32.360995158703,0.00862340006730739,723,141,864,334,-0.00817668330839704,0,0,0,5,0,8,6,0,0,0,0,1,1,7,3
"202","2016-220",10.795,1.25,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.016278556017796,7.02009407988837,0.00231885154707995,1897,82,1979,375,-0.0440732677537769,0,0,0,0,0,0,29,0,2,0,0,3,2,0,8
"203","2016-221",12.955,1.25,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.0171064057033561,12.5614001569656,0.00136182316378722,1755,250,2005,475.5,-0.36970235693044,0,0,0,0,0,0,17,0,0,0,0,1,1,4,32
"204","2016-223",8.75,0.682,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.00456893062473885,3.59226509696174,0.00127188013729921,980,62,1042,318,-0.303780912491613,0,0,0,0,0,0,6,0,3,0,0,3,0,0,4
"205","2016-226",10,0.795,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.00145176141540852,5.5,0.000263956620983368,5737,52,5789,504,-0.379223672431811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
"206","2016-227",11.477,1.136,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.0286651355978289,8.5352299671451,0.00335844912300786,1267,129,1396,466,-0.260887637577149,0,0,0,0,0,1,27,0,2,0,0,0,0,0,11
"207","2016-228",10.795,0.909,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.00970347599694063,7.02009407988837,0.00138224301362852,2347,179,2526,792,-0.385073267753777,0,0,0,0,0,0,9,0,0,0,0,0,1,0,5
"208","2016-229",12.841,1.591,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.0572393432895603,12.212174692243,0.00468707210075517,1754,277,2031,882,-0.0115163772238934,0,0,0,0,0,0,54,0,4,5,0,3,0,2,18
"209","2016-233",9.886,1.023,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.00908045526615219,5.30247247804503,0.0017124945586705,2392,212,2604,333,-0.134037692725265,0,0,0,0,0,0,8,0,1,0,0,0,0,0,16
"210","2016-235",12.159,1.136,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.0121674965180876,10.2609331451844,0.00118580799094262,323,177,500,326,-0.363702007400521,0,0,0,0,0,0,2,0,2,14,0,0,0,0,0
"211","2016-241",12.273,1.477,"West Baffin Bay",2016,"169","2016-08-01","2016-07-04",28,7.7955756575259,29.1874166666667,1.88225,4,0.066990922,0.0188213934558082,10.5709868274209,0.00178047648370783,1521,271,1792,1021,-0.0398879871070673,0,0,4,0,0,0,10,1,2,2,0,0,0,2,4
"212","2016-283",9.844,0.781,"North Water",2016,"323","2016-08-04","2016-05-16",80,12.1593021495707,32.4093117647059,5.18787647058824,12,0.016110544,0.005939476010901,5.23094446782011,0.00113545002196824,425,106,531,221,-0.369706015991274,0,0,0,0,0,0,5,0,2,0,0,1,0,0,11
"213","2016-287",13.281,1.719,"North Water",2016,"323","2016-08-04","2016-05-16",80,12.1593021495707,32.4093117647059,5.18787647058824,12,0.016110544,0.00695142591563028,13.5978068254229,0.000511216698757163,438,53,491,238,0.0501517712771567,0,0,0,0,0,0,6,0,8,0,0,1,0,0,6
"214","2016-292",13.281,1.719,"North Water",2016,"323","2016-08-04","2016-05-16",80,12.1593021495707,32.4093117647059,5.18787647058824,12,0.016110544,0.00267029239504695,13.5978068254229,0.000196376697310812,697,53,750,268,0.0501517712771567,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1
"215","2016-317",14.375,2.031,"North Water",2016,"115","2016-08-06","2016-05-16",82,12.1593021495707,33.0116090909091,5.0223696969697,19.5,0.009993303,0.00365154479255114,17.5037757903884,0.000208614691840161,624,129,753,313.5,0.197226667777495,0,4,0,0,0,0,0,2,3,0,0,0,0,0,4
"216","2016-332",24.219,3.594,"North Water",2016,"111","2016-08-07","2016-05-16",83,12.1593021495707,32.4329343434343,4.56581313131313,11,0.017421621,0.351616267462747,92.4317106066628,0.00380406534894748,1282,71,1353,200,0.276202244696445,0,0,7,4,2,2,1,0,0,0,0,0,0,0,0
"217","2016-347",24.219,3.594,"North Water",2016,"111","2016-08-07","2016-05-16",83,12.1593021495707,32.4329343434343,4.56581313131313,11,0.017421621,0.120908810351978,92.4317106066628,0.00130808798796873,2132,212,2344,932,0.276202244696445,1,0,9,2,0,1,1,3,0,0,0,0,0,0,3
"218","2016-350",27.656,3.438,"North Water",2016,"111","2016-08-07","2016-05-16",83,12.1593021495707,32.4329343434343,4.56581313131313,11,0.017421621,1.52463213860572,141.146712971453,0.0108017544759549,406,63,469,260,-0.397939968035123,0,0,6,1,1,3,0,0,0,0,0,0,0,0,0
"219","2016-352",19.531,2.813,"North Water",2016,"111","2016-08-07","2016-05-16",83,12.1593021495707,32.4329343434343,4.56581313131313,11,0.017421621,0.0168867893523288,46.5343637972067,0.000362888583282673,735,88,823,246,0.201937971576166,0,4,2,0,0,0,9,5,5,0,0,3,0,1,22
"220","2016-353",21.963,3.125,"North Water",2016,"111","2016-08-07","2016-05-16",83,12.1593021495707,32.4329343434343,4.56581313131313,11,0.017421621,0.176727286399376,67.6642215680477,0.00261182767353124,634,83,717,247,0.147303737836515,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0
"221","2016-378",25.313,3.281,"North Water",2016,"116","2016-08-08","2016-05-16",84,12.1593021495707,32.5238194444444,4.44202777777778,16,0.083008398,0.12642360393695,106.421367321411,0.00118795320074332,413,116,529,284,-0.201722858803215,0,10,7,7,0,0,4,66,9,1,1,0,0,9,0
"222","2016-384",18.906,2.344,"North Water",2016,"116","2016-08-08","2016-05-16",84,12.1593021495707,32.5238194444444,4.44202777777778,16,0.083008398,0.0250816216374881,41.9484177498561,0.000597915797135737,255,142,397,229,-0.172840648453736,0,2,2,2,0,0,10,2,8,1,0,1,0,7,2
"223","2016-386",22.656,2.656,"North Water",2016,"116","2016-08-08","2016-05-16",84,12.1593021495707,32.5238194444444,4.44202777777778,16,0.083008398,0.224036321685547,74.7131784148536,0.00299861853609759,573,203,776,335,-0.42616892827433,0,0,7,1,0,0,2,5,0,1,2,0,0,4,0
"224","2016-408",17.188,2.344,"North Water",2016,"108","2016-08-08","2016-05-16",84,12.1593021495707,32.4363333333333,3.546375,17,0.028680574,0.0789848774545463,30.9550521554391,0.0025515989137388,1549,132,1681,385,0.086155080808073,0,0,14,0,0,0,20,3,10,0,1,18,0,8,20
"225","2016-445",22.031,3.125,"North Water",2016,"105","2016-08-09","2016-05-16",85,12.1593021495707,31.4531785714286,4.08361607142857,8.5,0.025523864,1.2517447720943,68.3347832023439,0.0183178275167392,326,182,508,243,0.137052451695769,4,0,0,0,0,0,1,4,5,0,0,0,3,0,0
"226","2016-457",26.719,3.594,"North Water",2016,"105","2016-08-09","2016-05-16",85,12.1593021495707,31.4531785714286,4.08361607142857,8.5,0.025523864,0.284828252221327,126.450085513379,0.00225249552868978,673,153,826,325,-0.100683275183951,11,0,0,2,0,0,1,3,1,0,0,0,0,0,1
"227","2016-462",25.469,3.594,"North Water",2016,"101","2016-08-10","2016-05-16",86,12.1593021495707,30.9503776223776,1.23416433566434,13,0.003038399,0.340694665633635,108.527707563089,0.00313924133554174,299,154,453,198,0.0877594847562471,0,0,11,2,0,2,12,0,0,0,1,25,0,4,4
"228","2016-478",18.438,2.344,"Lancaster Sound",2016,"Allen Bay","2016-08-17","2016-05-23",86,10.7252846339788,29.4218,3.2802,6,0.03430469,0.151761441811006,38.7248501099579,0.00391896783021973,362,181,543,272,-0.102287679132125,0,0,0,6,2,7,37,1,1,0,0,0,6,12,3
"229","2016-481",18.906,2.5,"Lancaster Sound",2016,"Allen Bay","2016-08-17","2016-05-23",86,10.7252846339788,29.4218,3.2802,6,0.03430469,0.0331079669115927,41.9484177498561,0.000789254248134454,572,116,688,207,-0.0168406484537354,0,0,0,0,0,0,38,3,0,0,0,0,0,0,17
"230","2016-482",19.063,2.188,"Lancaster Sound",2016,"Allen Bay","2016-08-17","2016-05-23",86,10.7252846339788,29.4218,3.2802,6,0.03430469,0.132291469173825,43.0697915842561,0.00307156046750371,492,179,671,288.5,-0.352509059102224,0,0,3,7,0,0,27,0,1,0,1,0,1,3,16
"231","2016-483",23.75,3.125,"Lancaster Sound",2016,"Allen Bay","2016-08-17","2016-05-23",86,10.7252846339788,29.4218,3.2802,6,0.03430469,0.306753911322572,86.8419602449968,0.0035323236653936,1301,53,1354,365,-0.122094031773992,0,0,24,13,0,4,13,0,0,0,33,0,0,2,1
"232","2016-484",26.563,3.125,"Lancaster Sound",2016,"Allen Bay","2016-08-17","2016-05-23",86,10.7252846339788,29.4218,3.2802,6,0.03430469,0.302169199808318,124.10998111836,0.00243468895156907,1301,52,1353,362,-0.546165618743414,0,0,21,5,2,4,4,0,0,0,0,0,0,0,1
"233","2016-485",25.781,3.438,"Lancaster Sound",2016,"Allen Bay","2016-08-17","2016-05-23",86,10.7252846339788,29.4218,3.2802,6,0.03430469,0.408523079169973,112.82592955406,0.00362082617696698,1521,62,1583,344,-0.115275828124826,0,0,9,9,0,6,8,0,0,0,0,0,0,2,0
"234","2016-490",13.75,1.563,"Lancaster Sound",2016,"Allen Bay","2016-08-17","2016-05-23",86,10.7252846339788,29.4218,3.2802,6,0.03430469,0.02411092866478,15.1896685259006,0.00158732421472315,886,177,1063,288.5,-0.176551952252406,0,0,0,0,0,0,24,0,4,0,0,0,3,0,4
"235","2016-491",14.531,1.563,"Lancaster Sound",2016,"Allen Bay","2016-08-17","2016-05-23",86,10.7252846339788,29.4218,3.2802,6,0.03430469,0.0477570803975328,18.1169607458217,0.00263604260491357,185,115,300,221,-0.294290988663042,0,0,0,0,0,0,52,0,4,0,0,1,4,0,21
"236","2016-496",13.906,2.344,"Lancaster Sound",2016,"305","2016-08-18","2016-05-23",87,10.7252846339788,29.1684888888889,0.657455555555556,13,0.025503171,0.073919399150517,15.7462733871685,0.00469440592913578,744,185,929,469.5,0.580930391307057,0,0,0,0,0,2,61,0,2,0,2,0,1,0,7
"237","2016-505",14.375,1.875,"Lancaster Sound",2016,"305","2016-08-18","2016-05-23",87,10.7252846339788,29.1684888888889,0.657455555555556,13,0.025503171,0.0118167367003978,17.5037757903884,0.000675096438728753,1677.10926517572,262.890734824281,1940,1011,0.0412266677774951,0,0,0,0,0,0,11,0,3,0,0,0,1,0,6
"238","2016-508",8.504,0.625,"Lancaster Sound",2016,"305","2016-08-18","2016-05-23",87,10.7252846339788,29.1684888888889,0.657455555555556,13,0.025503171,0.00477602949548244,3.27990195605908,0.00145615007993135,698,182,880,415.5,-0.323695377335381,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0
"239","2016-509",13.281,1.406,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.190547531775062,13.5978068254229,0.0140131077181365,960,103,1063,103,-0.262848228722843,0,0,3,0,0,0,25,2,2,0,0,0,2,11,28
"240","2016-510",12.813,1.25,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.0153271120639481,12.1274313504518,0.00126383828702333,678,146,824,233,-0.348295259401233,0,0,2,0,0,0,12,0,0,0,0,3,1,1,23
"241","2016-512",14.844,2.344,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.0470708294371008,19.3914464924107,0.00242740166163071,861,99,960,99,0.439522944247933,0,0,9,0,0,0,20,0,0,0,0,0,0,1,6
"242","2016-514",13.813,1.25,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.0153821888992879,15.412796601263,0.000998014137033863,836,71,907,404,-0.499049467353392,0,0,0,0,0,3,6,3,0,0,0,0,0,2,12
"243","2016-515",14.063,1.563,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.05534179389315,16.3204239231285,0.00339095321015052,841,115,956,115,-0.223738019341431,0,0,0,0,0,2,65,2,1,0,0,1,0,8,34
"244","2016-516",10,0.938,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.00511153059460548,5.5,0.000929369199019178,132,53,185,132,-0.236223672431811,0,0,0,0,0,0,7,0,0,0,0,0,1,0,17
"245","2016-517",12.5,1.25,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.0165429152587408,11.2074195739606,0.00147606816623308,136,62,198,72,-0.301109192312208,0,0,4,0,0,2,11,1,0,0,0,1,0,0,5
"246","2016-518",12.656,1.25,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.0198561012570175,11.6597279268194,0.00170296437289458,2273,329,2602,1241,-0.324626848752744,0,0,0,0,0,4,21,0,1,0,0,1,7,0,24
"247","2016-520",9.844,0.938,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.00758752807467331,5.23094446782011,0.0014505082440371,295,106,401,201,-0.212706015991274,0,0,0,0,0,0,6,0,2,0,0,2,0,2,7
"248","2016-521",14.688,1.563,"Peel Sound",2016,"310E","2016-08-19","2016-08-01",18,3.86181971140142,24.54,2.225,6,0.0059686,0.0437417853021286,18.7488047863881,0.00233304393535986,818,99,917,99,-0.317959399311531,0,0,5,0,0,0,41,3,0,0,0,1,0,8,45
"249","2016-525",13.594,1.593,"Larsen Sound - Victoria Strait",2016,"311","2016-08-20","2016-07-25",26,2.48585897975078,25.84425,1.8155,13,0.019057002,0.0184717139912311,14.6467229490528,0.00126114995521409,1034,104,1138,388,-0.123034295811869,0,0,0,0,0,0,19,1,4,0,0,0,0,0,10
"250","2016-535",16.25,1.875,"Larsen Sound - Victoria Strait",2016,"311","2016-08-20","2016-07-25",26,2.48585897975078,25.84425,1.8155,13,0.019057002,0.104372216399111,25.8812307513531,0.0040327377550874,2594,375,2969,1051,-0.241437472132802,1,0,19,0,0,3,28,0,55,0,2,2,1,14,13
"251","2016-542",15.313,2.188,"Larsen Sound - Victoria Strait",2016,"311","2016-08-20","2016-07-25",26,2.48585897975078,25.84425,1.8155,13,0.019057002,0.0569437076551005,21.4143546425213,0.00265913722854065,1218,62,1280,274,0.21281922071837,0,0,8,0,0,0,10,0,67,0,2,0,0,6,10
"252","2016-545",13.125,1.406,"Larsen Sound - Victoria Strait",2016,"311","2016-08-20","2016-07-25",26,2.48585897975078,25.84425,1.8155,13,0.019057002,0.0167767971143841,13.0948188538171,0.00128117825085406,2185,65,2250,379,-0.239330572282307,0,0,2,0,0,0,6,0,46,0,0,1,0,1,4
"253","2016-547",12.031,1.406,"Larsen Sound - Victoria Strait",2016,"311","2016-08-20","2016-07-25",26,2.48585897975078,25.84425,1.8155,13,0.019057002,0.0399043802049097,9.92030895660998,0.00402249369242891,3844,219,4063,636.5,-0.0744054687826452,0,0,1,0,0,0,47,0,6,0,1,4,0,2,45
"254","2016-550",14.063,1.563,"Larsen Sound - Victoria Strait",2016,"311","2016-08-20","2016-07-25",26,2.48585897975078,25.84425,1.8155,13,0.019057002,0.0473033894819232,16.3204239231285,0.00289841671421826,1286,181,1467,440,-0.223738019341431,1,0,3,0,0,0,25,0,18,0,3,2,0,3,43
"255","2016-555",11.875,1.25,"Larsen Sound - Victoria Strait",2016,"311","2016-08-20","2016-07-25",26,2.48585897975078,25.84425,1.8155,13,0.019057002,0.0308850351539181,9.51576990013298,0.00324566855630741,2175,221,2396,349,-0.206887812342108,0,0,0,0,0,0,38,0,1,0,0,3,0,0,62
"256","2016-569",19.219,2.813,"Larsen Sound - Victoria Strait",2016,"312","2016-08-20","2016-07-25",26,2.48585897975078,26.2153333333333,4.22466666666667,10,0.013253933,0.0725210946075374,44.204237062162,0.00164059147781592,132,115,247,141,0.248973284457239,0,0,5,0,0,0,35,8,27,0,1,20,0,17,86
"257","2016-570",18.125,2.344,"Larsen Sound - Victoria Strait",2016,"312","2016-08-20","2016-07-25",26,2.48585897975078,26.2153333333333,4.22466666666667,10,0.013253933,0.0403481208780751,36.6665085906299,0.00110040804071501,194,62,256,227.5,-0.0551016120430998,0,0,6,0,0,0,28,3,4,0,1,2,1,4,35
"258","2016-574",13.438,1.563,"Larsen Sound - Victoria Strait",2016,"312","2016-08-20","2016-07-25",26,2.48585897975078,26.2153333333333,4.22466666666667,10,0.013253933,0.0202392695077351,14.1172524415171,0.00143365499707393,337,116,453,239,-0.129516639371332,0,1,0,0,0,0,24,0,2,0,0,0,8,0,13
"259","2016-576",14.375,1.719,"Larsen Sound - Victoria Strait",2016,"312","2016-08-20","2016-07-25",26,2.48585897975078,26.2153333333333,4.22466666666667,10,0.013253933,0.0510981679211387,17.5037757903884,0.00291926545066908,636,205,841,424,-0.114773332222505,0,0,6,0,0,1,40,2,7,0,0,6,0,2,35
"260","2016-578",20.625,2.813,"Larsen Sound - Victoria Strait",2016,"312","2016-08-20","2016-07-25",26,2.48585897975078,26.2153333333333,4.22466666666667,10,0.013253933,0.322170708582911,55.3706233886874,0.00581844105892319,397,44,441,238,0.0370128680765039,0,0,14,9,0,4,28,2,29,0,2,2,0,15,33
"261","2016-579",9.688,0.781,"Larsen Sound - Victoria Strait",2016,"312","2016-08-20","2016-07-25",26,2.48585897975078,26.2153333333333,4.22466666666667,10,0.013253933,0.00246259769062281,4.97106640512404,0.000495386198841445,339,195,534,329,-0.346188359550737,0,0,0,0,0,0,3,0,1,0,0,0,0,0,12
"262","2016-583",24.375,3.75,"Coronation Maud",2016,"QMG-M","2016-08-21","2016-07-11",41,4.89054596066946,19.8085833333333,8.21166666666667,5,0.005338569,0.210875416293727,94.3443814014318,0.00223516666452515,537,221,758,330,0.408684588255909,0,0,18,4,0,1,97,1,0,0,0,29,1,102,527
"263","2016-587",12.5,2.188,"Coronation Maud",2016,"QMG-2","2016-08-21","2016-07-11",41,4.89054596066946,20.82,7.20833333333333,4,0.004663531,0.0339753643204593,11.2074195739606,0.00303150641378661,773,51,824,330,0.636890807687793,0,0,0,5,0,0,5,0,0,0,0,0,5,2,11
"264","2016-588",11.875,1.563,"Coronation Maud",2016,"QMG-2","2016-08-21","2016-07-11",41,4.89054596066946,20.82,7.20833333333333,4,0.004663531,0.0123432563268524,9.51576990013298,0.00129713690604056,362,155,517,246.5,0.106112187657892,0,0,1,0,0,0,11,0,0,0,0,0,0,0,25
"265","2016-592",17.969,2.344,"Coronation Maud",2016,"QMG-1","2016-08-22","2016-07-11",42,4.89054596066946,24.1704,5.175,6,0.005011477,0.10006900143916,35.6692483956817,0.00280546986381903,570,26,596,168,-0.0315839556025633,0,0,3,11,0,0,5,0,0,0,0,12,0,11,88
"266","2016-594",17.969,2.031,"Coronation Maud",2016,"QMG-1","2016-08-22","2016-07-11",42,4.89054596066946,24.1704,5.175,6,0.005011477,0.00906831009399,35.6692483956817,0.000254233282220992,2141,78,2219,308.5,-0.344583955602563,0,1,1,0,0,0,1,0,0,0,2,0,0,4,44
"267","2016-600",18.906,2.5,"Coronation Maud",2016,"QMG-3","2016-08-22","2016-07-11",42,4.89054596066946,22.729375,7.3215,9,0.005683595,0.0651593153979618,41.9484177498561,0.00155331997946896,350,82,432,349,-0.0168406484537354,0,0,28,2,0,0,30,2,0,0,0,1,0,6,77
"268","2016-615",21.406,2.813,"Coronation Maud",2016,"QMG-4","2016-08-23","2016-07-11",43,4.89054596066946,24.9786666666667,7.82777777777778,10,0.010185541,0.227740670645632,62.3406034342712,0.00365316756816046,2143,129,2272,722,-0.0807261683341319,121,5,12,4,0,0,103,6,40,0,2,8,0,24,94
"269","2016-618",36,4.844,"Coronation Maud",2016,"314","2016-08-23","2016-07-11",43,4.89054596066946,25.2982388888889,7.64311666666667,10.5,0.002189511,0.820677835359173,327.316325396435,0.00250729270642151,308,134,442,221,-0.249833079187935,0,0,17,19,0,11,3,0,0,0,0,0,0,8,0
